ID,Study ID,Reference,Grouping,Victim,Perpetrator,Route Victim,Route Perpetrator,Mechanism,Compartment,AUCR Avg,AUCR AvgType,AUCR Var,AUCR VarType,CmaxR Avg,CmaxR AvgType,CmaxR Var,CmaxR VarType,t_placebo_0,t_placebo_end,t_treatment_0,t_treatment_end,t Unit,R Dose correction factor,Comment,Dose,Dose free API,Dose Unit,Route,Times of Administration,Times Unit,Description,Comment Regimen,Administered form,Formulation type,Infusion duration [min],Water volume ingested for drug intake [mL],Comment on administration/formulation,Fasted/Fed state,Duration of fasting before drug administration [h],Duration of fasting after drug administration [h],Comment on food intake
16525,Mueller 2006,https://pubmed.ncbi.nlm.nih.gov/16341856/,Midazolam with hyperforin (group: Hypericum powder type A 1.2 g/day),Midazolam,Hyperforin,PO,PO,Induction,Plasma,0.68,Geom. mean,"0.58, 0.78",90% confidence interval,0.66,Geom. mean,"0.39, 0.92",90% confidence interval,0,12,312,324,h,1,,2.68,,mg,PO,S0-T12-R28,h,,,"St John's Wort Extract	","Coated tablet: Hypericum powder type A 1.2 g/day (Kneipp Werke, Würzburg, Germany)",,,administered as 2 tablets,fed,,,taken with breakfast and evening meal
16527,Mueller 2006,https://pubmed.ncbi.nlm.nih.gov/16341856/,Midazolam with hyperforin (group: Hypericum powder type A 0.6 g/day),Midazolam,Hyperforin,PO,PO,Induction,Plasma,0.78,Geom. mean,"0.63, 0.95",90% confidence interval,1.09,Geom. mean,"0.63, 1.55",90% confidence interval,0,12,312,324,h,1,,1.34,,mg,PO,S0-T12-R28,h,,,"St John's Wort Extract	","Coated tablet: Hypericum powder type A 0.6 g/day (Kneipp Werke, Würzburg, Germany)",,,,fed,,,taken with breakfast and evening meal
16529,Arold 2005,https://pubmed.ncbi.nlm.nih.gov/15856409/,Study A - Alprazolam with Hyperforin,Alprazolam,Hyperforin,PO,PO,Induction,Plasma,0.919,Approx. avg,,,,,,,0,24,216,240,h,1,,1.76,,mg,PO,S0-T12-R19,h,,Administration as 2 capsules,"St John's Wort Extract	",Esbericum® capsules,,,,fed,,,fasted for last dose
16533,Arold 2005,https://pubmed.ncbi.nlm.nih.gov/15856409/,Study B - Digoxin with Hyperforin,Digoxin,Hyperforin,PO,PO,Induction,Plasma,,,,,,,,,48,72,288,312,h,,,1.76,,mg,PO,S72-T12-R19,h,,Administration as 2 capsules,"St John's Wort Extract	",Esbericum® capsules,,,,fed,,,fasted for last dose
16539,Mueller 2004,https://pubmed.ncbi.nlm.nih.gov/15179409/,study part 1 - LI160 (~28.9mg/d hyperforin) - with hyperforin,Digoxin,Hyperforin,PO,PO,Induction,Plasma,0.752,Arith. mean,"0.717, 0.787",95% confidence interval,0.63,Arith. mean,"0.58, 0.68",95% confidence interval,144,168,480,504,h,1,,9.633333333,,mg,PO,S168.5-T8-R42,h,,Digoxin was given half an hour before St John’s wort or placebo. Administration as 1 capsule.,"St John's Wort Extract	","coated tablet (Jarsin 300, Lichtwer Pharma)",,,,,,,
16541,Mueller 2004,https://pubmed.ncbi.nlm.nih.gov/15179409/,"study part 1 - Hypericum powder type A, 4 g/d (~21.1mg/d hyperforin) - with hyperforin",Digoxin,Hyperforin,PO,PO,Induction,Plasma,0.734,Arith. mean,"0.627, 0.841",95% confidence interval,0.62,Arith. mean,"0.52, 0.82",95% confidence interval,144,168,480,504,h,1,,7.033333333,,mg,PO,S168.5-T8-R42,h,,Digoxin was given half an hour before St John’s wort or placebo. Administration as 4 capsules.,"St John's Wort Extract	","capsule with 333mg hypericum powder (encapsulated by Ursapharm, Buebingen,Germany, and provided by Kneipp-Werke, Wuerzburg, Germany)",,,,,,,
16543,Mueller 2004,https://pubmed.ncbi.nlm.nih.gov/15179409/,"study part 1 - Hypericum powder type A, 2 g/d (~10.6mg/d hyperforin) - with hyperforin",Digoxin,Hyperforin,PO,PO,Induction,Plasma,0.823,Arith. mean,"0.784, 0.863",95% confidence interval,0.79,Arith. mean,"0.6, 0.98",95% confidence interval,144,168,480,504,h,1,,3.533333333,,mg,PO,S168.5-T8-R42,h,,Digoxin was given half an hour before St John’s wort or placebo. Administration as 4 capsules.,"St John's Wort Extract	","capsule with 166mg hypericum powder (encapsulated by Ursapharm, Buebingen,Germany, and provided by Kneipp-Werke, Wuerzburg, Germany)",,,,,,,
16547,Mueller 2004,https://pubmed.ncbi.nlm.nih.gov/15179409/,"Hypericum powder type A, 1 g/d (~5.3mg/d hyperforin) -  with hyperforin",Digoxin,Hyperforin,PO,PO,Induction,Plasma,0.982,Arith. mean,"0.878, 1.087",95% confidence interval,0.95,Arith. mean,"0.68, 1.22",95% confidence interval,144,168,480,504,h,1,,1.766666667,,mg,PO,S168.5-T8-R42,h,,Digoxin was given half an hour before St John’s wort or placebo. Administration as 1 capsule.,"St John's Wort Extract	","capsule with 333mg hypericum powder (encapsulated by Ursapharm, Buebingen,Germany, and provided by Kneipp-Werke, Wuerzburg, Germany)",,,,,,,
16549,Mueller 2004,https://pubmed.ncbi.nlm.nih.gov/15179409/,"Hypericum powder type A, 0.5 g/d (~2.6mg/d hyperforin) - with hyperforin",Digoxin,Hyperforin,PO,PO,Induction,Plasma,1.015,Arith. mean,"0.878, 1.152",95% confidence interval,1.15,Arith. mean,"1.04, 1.26",95% confidence interval,144,168,480,504,h,1,,0.866666667,,mg,PO,S168.5-T8-R42,h,,Digoxin was given half an hour before St John’s wort or placebo. Administration as 1 capsule.,"St John's Wort Extract	","capsule with 166mg hypericum powder (encapsulated by Ursapharm, Buebingen,Germany, and provided by Kneipp-Werke, Wuerzburg, Germany)",,,,,,,
16551,Mueller 2004,https://pubmed.ncbi.nlm.nih.gov/15179409/,Hypericum oil extract (~0.13mg/d hyperforin) - with hyperforin,Digoxin,Hyperforin,PO,PO,Induction,Plasma,0.948,Arith. mean,"0.878, 1.019",95% confidence interval,0.96,Arith. mean,"0.8, 1.12",95% confidence interval,144,168,480,504,h,1,,0.043333333,,mg,PO,S168.5-T8-R42,h,,Digoxin was given half an hour before St John’s wort or placebo. Administration as 2 capsules.,"St John's Wort Extract	","soft gelatin capsule containing 200 mg Hypericum oil extract (drug extract ratio, 0.075:1) from Boerner GmbH, Berlin, Germany (Johanniskrautoel-Kapseln S, batch No. 281101401)",,,,,,,
16553,Mueller 2004,https://pubmed.ncbi.nlm.nih.gov/15179409/,Tea (~0.04mg/d hyperforin) - with hyperforin,Digoxin,Hyperforin,PO,PO,Induction,Plasma,0.997,Arith. mean,"0.905, 1.09",95% confidence interval,1.04,Arith. mean,"0.85, 1.23",95% confidence interval,144,168,480,504,h,1,,0.02,,mg,PO,S168.5-T12-R28,h,,Digoxin was given half an hour before St John’s wort or placebo. Administration as 1 cup.,"St John's Wort Extract	","Sidroga Johanniskraut, batch No. 93716118; Sidroga, Bremen, Germany) prepared from 1 tea filter bag (1.75 g Herba hyperici) soaked in 150 mL of boiling water for 10min",,,,,,,
16557,Mueller 2004,https://pubmed.ncbi.nlm.nih.gov/15179409/,"Hypericum powder type B, 2 g/d (~0.3mg/d hyperforin) - with hyperforin",Digoxin,Hyperforin,PO,PO,Induction,Plasma,0.91,Arith. mean,"0.82, 1.001",95% confidence interval,0.86,Arith. mean,"0.76, 0.96",95% confidence interval,144,168,480,504,h,1,,0.1,,mg,PO,S168.5-T8-R42,h,,Digoxin was given half an hour before St John’s wort or placebo. Administration as 2 capsules.,"St John's Wort Extract	","capsule with 333mg hypericum powder (encapsulated by Ursapharm, Buebingen,Germany, and provided by Kneipp-Werke, Wuerzburg, Germany)",,,,,,,
16559,Mueller 2004,https://pubmed.ncbi.nlm.nih.gov/15179409/,Fresh plant juice (~3.56mg/d hyperforin) - with hyperforin,Digoxin,Hyperforin,PO,PO,Induction,Plasma,0.927,Arith. mean,"0.866, 0.987",95% confidence interval,0.95,Arith. mean,"0.85, 1.05",95% confidence interval,144,168,480,504,h,1,,1.78,,mg,PO,S168.5-T12-R28,h,,Digoxin was given half an hour before St John’s wort or placebo. Administration as 2 times 10mL.,"St John's Wort Extract	","fresh plant juice (Kneipp Johanniskrautsaft, batch No. 915768/928379/933039) was provided by Kneipp-Werke",,,,,,,
16561,Mueller 2004,https://pubmed.ncbi.nlm.nih.gov/15179409/,ZE 117 (~ca-0.38mg/d hyperforin) - with hyperforin,Digoxin,Hyperforin,PO,PO,Induction,Plasma,0.944,Arith. mean,"0.87, 1.017",95% confidence interval,0.96,Arith. mean,"0.85, 1.07",95% confidence interval,144,168,480,504,h,1,,0.19,,mg,PO,S168.5-T12-R28,h,,Digoxin was given half an hour before St John’s wort or placebo. Administration as 1 tablet.,"St John's Wort Extract	","coated tablet (Remotiv (Bayer Vital, batch GACER1; Bayer, Leverkusen, Germany))",,,,,,,
16566,Tannergren 2004,https://pubmed.ncbi.nlm.nih.gov/15060508/,R-verapamil with hyperforin,R-Verapamil,Hyperforin,regional single-pass perfusion of the proximal jejunum,PO,Induction,Plasma,0.22,Arith. mean,0.18,Arith. SD,0.24,Arith. mean,0.19,Arith. SD,0,inf,336,inf,h,1,,13.5,,mg,PO,S0-T8-R42,h,,St John’s wort extract contained 3% to 6% hyperforin,"St John's Wort Extract	","tablets (300 mg, Movina, batch No. 90740603; Boehringer Ingelheim, Ingelheim, Germany)",,,,,,,
16567,Tannergren 2004,https://pubmed.ncbi.nlm.nih.gov/15060508/,S-verapamil with hyperforin,S-Verapamil,Hyperforin,regional single-pass perfusion of the proximal jejunum,PO,Induction,Plasma,0.2,Arith. mean,0.19,Arith. SD,0.22,Arith. mean,0.18,Arith. SD,0,inf,336,inf,h,1,,13.5,,mg,PO,S0-T8-R42,h,,St John’s wort extract contained 3% to 6% hyperforin,"St John's Wort Extract	","tablets (300 mg, Movina, batch No. 90740603; Boehringer Ingelheim, Ingelheim, Germany)",,,,,,,
16568,Tannergren 2004,https://pubmed.ncbi.nlm.nih.gov/15060508/,R-norverapamil with hyperforin,R-Norverapamil,Hyperforin,regional single-pass perfusion of the proximal jejunum,PO,Induction,Plasma,0.49,Arith. mean,0.32,Arith. SD,0.68,Arith. mean,0.52,Arith. SD,0,inf,336,inf,h,1,,13.5,,mg,PO,S0-T8-R42,h,,St John’s wort extract contained 3% to 6% hyperforin,"St John's Wort Extract	","tablets (300 mg, Movina, batch No. 90740603; Boehringer Ingelheim, Ingelheim, Germany)",,,,,,,
16569,Tannergren 2004,https://pubmed.ncbi.nlm.nih.gov/15060508/,S-norverapamil with hyperforin,S-Norverapamil,Hyperforin,regional single-pass perfusion of the proximal jejunum,PO,Induction,Plasma,0.37,Arith. mean,0.21,Arith. SD,0.72,Arith. mean,0.73,Arith. SD,0,inf,336,inf,h,1,,13.5,,mg,PO,S0-T8-R42,h,,St John’s wort extract contained 3% to 6% hyperforin,"St John's Wort Extract	","tablets (300 mg, Movina, batch No. 90740603; Boehringer Ingelheim, Ingelheim, Germany)",,,,,,,
16571,Wang 2001,https://pubmed.ncbi.nlm.nih.gov/11673747/,IV Midazolam after short-term hyperforin,Midazolam,Hyperforin,IV,PO,Induction,Serum,0.9303001,Approx. avg,,,,,,,1,inf,1,inf,h,1,,33,,mg,PO,0-24,h,1h before midazolam,,"St John's Wort Extract	","Sundown herbal products, 300mg",,,,1h after breakfast,,,
16572,Wang 2001,https://pubmed.ncbi.nlm.nih.gov/11673747/,IV Midazolam after long-term hyperforin,Midazolam,Hyperforin,IV,PO,Induction,Serum,0.78606,Approx. avg,,,,,,,1,inf,385,inf,h,1,,"33mg day 1 and2, later 11mg",,mg,PO,33mg:0-24; 11mg: S48-(S0-T6-R3)-T24-R17,h,1h before midazolam,"""14 to 15 additional days of St Johns Wort before part 3 started"", therefore R17; The volunteers continued St Johns Wort 3times a day with meals until the final blood sample was obtained.","St John's Wort Extract	","Sundown herbal products, 300mg",,,,1h after breakfast,,,
16574,Wang 2001,https://pubmed.ncbi.nlm.nih.gov/11673747/,PO Midazolam after short-term hyperforin,Midazolam,Hyperforin,PO,PO,Induction,Serum,0.7931873,Approx. avg,,,0.6716418,Approx. Avg,,,1,inf,25,inf,h,1,,33,,mg,PO,0-24,h,1h before midazolam,,"St John's Wort Extract	","Sundown herbal products, 300mg",,,,1h after breakfast,,,
16575,Wang 2001,https://pubmed.ncbi.nlm.nih.gov/11673747/,PO Midazolam after long-term hyperforin,Midazolam,Hyperforin,PO,PO,Induction,Serum,0.4768856,Approx. avg,,,0.5746269,Approx. Avg,,,1,inf,409,inf,h,1,,"33mg day 1 and2, later 11mg",,mg,PO,33mg:0-24; 11mg: S48-(S0-T6-R3)-T24-R17,h,1h before midazolam,"""14 to 15 additional days of St Johns Wort before part 3 started"", therefore R17; The volunteers continued St Johns Wort 3times a day with meals until the final blood sample was obtained.","St John's Wort Extract	","Sundown herbal products, 300mg",,,,1h after breakfast,,,
16584,Johne 1999,https://pubmed.ncbi.nlm.nih.gov/10546917/,Digoxin after SD St John's Wort,Digoxin,Hyperforin,PO,PO,Induction,Plasma,0.994,Approx. avg,,,1.105,Approx. Avg,,,96,120,120,144,h,1,,55.11,,mg,PO,120,h,,,"St John's Wort Extract	","coated tablet (Jarsin 300, batch No. 97050277,Lichtwer Pharma AG, Berlin)",,,,,,,
16585,Johne 1999,https://pubmed.ncbi.nlm.nih.gov/10546917/,Digoxin after MD St John's Wort,Digoxin,Hyperforin,PO,PO,Induction,Plasma,0.725,Approx. avg,,,0.737,Approx. Avg,,,96,120,336,360,h,1,,18.37 (days 7-9&11-15); 55.11 (day6&10),,mg,PO,"55.11mg: 120-216; 18.37mg: S144-(S0-T5-R3)-T24-R3,  S240-(S0-T5-R3)-T24-R15",h,"was taken three times a day at 8 AM, 1 PM, and 6 PM. On days 6 and 15, the daily dose (three coated tablets) of LI160 or placebo was administered in the morning",,"St John's Wort Extract	","coated tablet (Jarsin 300, batch No. 97050277,Lichtwer Pharma AG, Berlin)",,,,,,,
16589,Rodin 1988,https://pubmed.ncbi.nlm.nih.gov/2967742/,2x0.25mg po md with verapamil,Digoxin,Verapamil,PO,PO,Mechanism_based_Inactivation,Urine,0.9577,Approx. avg,,,,,,,312,336,312,336,h,1,1/RenalClearanceRatio,80,74.06,mg,PO,"S0-T12-R8, S96-T8-R30",h,"MD: 80mg BID (4 days), 80mg TID (10 days)",,,,,,,,,,On Day 14 fasted
16591,Rodin 1988,https://pubmed.ncbi.nlm.nih.gov/2967742/,2x0.25mg po md with isradipine,Digoxin,Isradipine,PO,PO,,Urine,0.9577,Approx. avg,,,,,,,312,336,312,336,h,1,1/RenalClearanceRatio,"2,5 / 5",,mg,PO,"2,5mg: S0-T12-R4; 5mg: (S48-T12-R4)-(S96-T8-R30)",h,"MD: 2,5mg BID (2 days), 5mg BID (2 days), 5mg TID (10 days)",,,,,,,,,,On Day 14 fasted
16593,Pedersen et al. 1982,https://pubmed.ncbi.nlm.nih.gov/7094982/,Digoxin and Verapamil in MD setting,Digoxin,Verapamil,PO,PO,Mechanism_based_Inactivation,Urine,1.575477,Arith. mean,0.3931051,Arith. SD,,,,,unclear,unclear,unclear,unclear,,1,"Calculated as 1/ renal clearance ratio after 1 week; Verapamil caused an immediate 20%-30% reduction in renal digoxin clearance. After a few weeks, this change had completely disappeared, and in the remaining part of the study renal digoxin clearance did not differ from control values",80/120,74.061376/111.0922,mg,PO,80:S360-(S0-T6-R3)-T24-R63; 120:S1896-(S0-T6-R3)-T24-R42,h,,,,,,,,,,,
16595,Klein et al. 1982,https://pubmed.ncbi.nlm.nih.gov/7074765/,Digoxin and Verapamil in MD setting,Digoxin,Verapamil,PO,PO,Mechanism_based_Inactivation,Urine,1.695687,Arith. mean,0.3341402,Arith. SD,,,,,312,336,624,648,h,1,1/RenalClearanceRatio,80,74.06,mg,PO,S350-T8-R42,h,TID,morning dose 1h before digoxin dose,oral,oral,,,,,,,
16160,Johnson et al. 1987,https://pubmed.ncbi.nlm.nih.gov/2954736/,Digoxin IV + Verapamil,Digoxin,Verapamil,IV,PO,Mechanism_based_Inactivation,Urine,0.948787062,Approx Avg,,,,,,,0,48,288,336,h,1,1/RenalClearanceRatio,80,74.06,mg,PO,(S0-T12-R8)-(S96-T8-R33),h,"MD BID 4days, TID 10days",,,,,,,,,,
16634,Belz 1981,https://pubmed.ncbi.nlm.nih.gov/6111709/,Digoxin + Placebo,Digoxin,Verapamil,PO,PO,Mechanism_based_Inactivation,Plasma,,,,,,,,,,,,,,,,80,74.06,mg,PO,S0-T8-R42,h,TID,,,,,,,,,,
16635,Belz 1981,https://pubmed.ncbi.nlm.nih.gov/6111709/,Digoxin + Verapamil,Digoxin,Verapamil,PO,PO,Mechanism_based_Inactivation,Plasma,,,,,,,,,,,,,,,,80,74.06,mg,PO,S0-T8-R42,h,TID,,,,,,,,,,
16637,Pedersen 1981,https://pubmed.ncbi.nlm.nih.gov/7273594/,Digoxin withVerapamil,Digoxin,Verapamil,IV,PO,Mechanism_based_Inactivation,Urine,1.319246,Arith. mean,0.3109347,Arith. SD,,,,,0,96,216,312,h,0.75,1/RenalClearanceRatio,80,74.06,mg,PO,S0-T8-R30,h,TID,"After 10 days of verapamil pretreatment, a second dose of digoxin was given",verapamil chloride,Isoptin,,,,,,,
16638,Pedersen 1981,https://pubmed.ncbi.nlm.nih.gov/7273594/,Digoxin withVerapamil,Digoxin,Verapamil,IV,PO,Mechanism_based_Inactivation,Plasma,1.613336,Arith. mean,0.333127,Arith. SD,,,,,0.25,inf,216.25,inf,h,0.75,1/total body clerance ratio,80,74.06,mg,PO,S0-T8-R30,h,TID,"After 10 days of verapamil pretreatment, a second dose of digoxin was given",verapamil chloride,Isoptin,,,,,,,
16173,Wiebe 2020,https://pubmed.ncbi.nlm.nih.gov/32504272/,DDI digoxin + verapamil - urine,Digoxin,Verapamil,PO,PO,Mechanism_based_Inactivation,Urine,1,Geom. mean,,,,,,,,,,,,1,"1/RenalClearanceRatio; ""no significant impact on renal clearence""",120,111.09,mg,PO,0,h,SD,PK data on verapamil also available (see IDs 6160 to 6163),"Verapamil, Isoptin film-coated tablet",oral tablet,,,,,,,
16640,Scholz 2021,https://pubmed.ncbi.nlm.nih.gov/19564368/,Postinduction with St. Johns Wort,Midazolam,Hyperforin,PO,PO,Induction,Plasma,0.58,Approx. Avg,,,,,,,0,275,276,inf,h,1,Ratio Midazolam/1-hydroxy-midazolam,450,3.15,mg,PO,S0-T12-R28,h,MD,,,,,,,,,,
16642,Scholz 2021,https://pubmed.ncbi.nlm.nih.gov/19564368/,Postinduction with St. Johns Wort,Midazolam,Hyperforin,PO,PO,Induction,Urine,0.469,Approx. Avg,,,,,,,0,275,276,inf,h,1,1/CLR ,450,3.15,mg,PO,S0-T12-R28,h,MD,,,,,,,,,,
16643,Gurley 2002,https://pubmed.ncbi.nlm.nih.gov/12235448/,Postinduction with St. Johns Wort,Midazolam,Hyperforin,PO,PO,Induction,Serum,1.98,Approx. Avg,,,,,,,0,1,648,649,h,1,Ratio 1-hydroxy-midazolam/midazolam,300,0.90,mg,PO,S0-T8-R84,h,MD,,,,,,,,,,
16644,Gurley 2005,https://pubmed.ncbi.nlm.nih.gov/15974642/,Postinduction with St. Johns Wort in Elderly,Midazolam,Hyperforin,PO,PO,Induction,Serum,2.41,Approx. Avg,,,,,,,0,1,648,649,h,1,Ratio 1-hydroxy-midazolam/midazolam,300,0.90,mg,PO,S0-T8-R84,h,MD,,,,,,,,,,
16646,Markowitz 2003,https://pubmed.ncbi.nlm.nih.gov/13129991/,Alprazolam Postinduction with St. John´s Wort,Alprazolam,Hyperforin,PO,PO,Induction,Plasma,0.463716814,Approx. Avg,,,0.911764706,Approx. Avg,,,0,inf,312,inf,h,1,,300,1.40,mg,PO,S0-T8-R48,h,MD,,,,,,,,,,
16648,Zahner 2020,https://pubmed.ncbi.nlm.nih.gov/30739325/,day 8,Midazolam,Hyperforin,PO,PO,Induction,Plasma,0.975609756,Approx. Avg,,,,,,,0,72,168,240,h,1,Metabolic ratio of metabolite AUC0–t over probe drug AUC0–t,0.96,,mg,PO,S168-T24-R13,h,MD,,,,,240,,,,,
16649,Zahner 2021,https://pubmed.ncbi.nlm.nih.gov/30739325/,day 17,Midazolam,Hyperforin,PO,PO,Induction,Plasma,1,Approx. Avg,,,,,,,0,72,384,456,h,1,Metabolic ratio of metabolite AUC0–t over probe drug AUC0–t,0.96,,mg,PO,S168-T24-R13,h,MD,,,,,240,,,,,
16756,Prueksaritanont 2014,https://pubmed.ncbi.nlm.nih.gov/24617605/,PO Rosuvastatin 5 mg | Rifampicin IV 600 mg SD ,Rosuvastatin,Rifampicin,PO,IV,Reversible_Inhibition,Plasma,3.3,GMR,,,5.51,GMR,,,0,inf,0.5,inf,h,,Single Dose study,600,,mg,IV,0,h,SD,,,,30,,,,,,
16757,Prueksaritanont 2014,https://pubmed.ncbi.nlm.nih.gov/24617605/,PO Rosuvastatin 5 mg | Rifampicin PO 600 mg SD ,Rosuvastatin,Rifampicin,PO,PO,Reversible_Inhibition,Plasma,4.37,GMR,,,9.93,GMR,,,0,inf,0.5,inf,h,,Single Dose study,600,,mg,PO,0.5,h,SD,,Solution,,,,,,,,
16758,Prueksaritanont 2017,https://pubmed.ncbi.nlm.nih.gov/27943276/,PO Rosuvastatin 50 ug | Rifampicin PO 600 mg SD ,Rosuvastatin,Rifampicin,PO,PO,Reversible_Inhibition,Plasma,4.6,GMR,,,11.52,GMR,,,0,inf,0,inf,h,,Single Dose study,600,,mg,PO,0,h,SD,,Solution,,,,,,,,
16759,Wiebe 2020,https://pubmed.ncbi.nlm.nih.gov/32504272/,PO Rosuvastatin 10 mg n = 11 | Rifampicin PO 600 mg SD,Rosuvastatin,Rifampicin,PO,PO,Reversible_Inhibition,Plasma,4.22,GMR,,,4.08,GMR,,,0,inf,0,inf,h,,Single Dose study,600,,mg,PO,0,h,SD,,Solution,,,,,,,,
16761,Wu 2017,https://pubmed.ncbi.nlm.nih.gov/28385543/,PO Rosuvastatin 20 mg | Rifampicin IV 30 min 600 mg SD,Rosuvastatin,Rifampicin,PO,IV,Reversible_Inhibition,Plasma,3.37,Approx. Avg,,,8.55,Approx. Avg,,,0,inf,0.5,inf,h,,Single Dose study,600,,mg,IV,0,h,SD,,,,30,,,,,,
16763,Lutz 2018,https://pubmed.ncbi.nlm.nih.gov/29569723/,Rosuvastatin PO 10 mg SD | Rifampicin PO 2mg QD (Induction study) cohort 2,Rosuvastatin,Rifampicin,PO,PO,Induction,Plasma,0.882,,,,0.97,,,,0,inf,224,inf,h,,Multiple Dose study cohort 2 mg - 600 mg OD,2,,mg,PO,0;24;48;72;96;120;144;168;192;216;240;264;288;312;336;360;384;408,h,MD,,,oral,,,,,,,
16764,Lutz 2018,https://pubmed.ncbi.nlm.nih.gov/29569723/,Rosuvastatin PO 10 mg SD | Rifampicin PO 10 mg QD (Induction study) cohort 1,Rosuvastatin,Rifampicin,PO,PO,Induction,Plasma,0.788,,,,0.846,,,,0,inf,224,inf,h,,Multiple Dose study cohort 10 mg - 75 mg OD,10,,mg,PO,0;24;48;72;96;120;144;168;192;216;240;264;288;312;336;360;384;408,h,MD,,,oral,,,,,,,
16765,Lutz 2018,https://pubmed.ncbi.nlm.nih.gov/29569723/,Rosuvastatin PO 10 mg SD | Rifampicin PO 75 mg QD (Induction study) cohort 1,Rosuvastatin,Rifampicin,PO,PO,Induction,Plasma,0.462,,,,0.585,,,,0,inf,680,inf,h,,Multiple Dose study  cohort 10 mg - 75 mg OD,75;10,,mg,PO,0;24;48;72;96;120;144;168;192;216;240;264;288;312;336;360;384;408;432;456;480;504;528;552;576;600;624;648;672;696;720;744;768;792;816;840,,,,,oral,,,,,,,
16766,Lutz 2018,https://pubmed.ncbi.nlm.nih.gov/29569723/,Rosuvastatin PO 10 mg SD | Rifampicin PO 600 mg QD (Induction study) cohort 2,Rosuvastatin,Rifampicin,PO,PO,Induction,Plasma,0.371,,,,0.702,,,,0,inf,680,inf,h,,Multiple Dose study cohort 2 mg - 600 mg OD,600;2,,mg,PO,0;24;48;72;96;120;144;168;192;216;240;264;288;312;336;360;384;408;432;456;480;504;528;552;576;600;624;648;672;696;720;744;768;792;816;840,,,,,oral,,,,,,,
16767,Rattanacheeworn 2021,https://pubmed.ncbi.nlm.nih.gov/34603040/,Rosuvastatin PO 50 ug SD (Thai Population) | Rifampicin PO 450 mg SD,Rosuvastatin,Rifampicin,PO,PO,Reversible_Inhibition,Plasma,4.35,GMR,,,7.21,GMR,,,0,12,0,12,h,,Single Dose study,450,,mg,PO,0,h,SD,,Solution,oral,,,,,,,
16769,Lai 2016,https://pubmed.ncbi.nlm.nih.gov/27317801/,Rosuvastatin PO 5 mg SD (Indian Population)  | Rifampicin PO 600 mg SD,Rosuvastatin,Rifampicin,PO,PO,Reversible_Inhibition,Plasma,5,Approx. Avg,,,13.2,Approx. Avg,,,0,24,0,24,h,,Single Dose study,600,,mg,PO,0,h,SD,,Capsule,oral,,,,,,,
16771,Mori 2019,https://pubmed.ncbi.nlm.nih.gov/31628668/,Rosuvastatin PO 0.5 mg SD (Japanese Population)  | Rifampicin PO 150 mg SD,Rosuvastatin,Rifampicin,PO,PO,Reversible_Inhibition,Plasma,3.35,GMR,,,7.73,GMR,,,0,24,0,24,h,,Single Dose study,150,,mg,PO,0,h,SD,,,,,,,,,,
16772,Mori 2019,https://pubmed.ncbi.nlm.nih.gov/31628668/,Rosuvastatin PO 0.5 mg SD (Japanese Population)  | Rifampicin PO 300 mg SD,Rosuvastatin,Rifampicin,PO,PO,Reversible_Inhibition,Plasma,4.89,GMR,,,11.7,GMR,,,0,24,0,24,h,,Single Dose study,300,,mg,PO,0,h,SD,,,,,,,,,,
16773,Mori 2019,https://pubmed.ncbi.nlm.nih.gov/31628668/,Rosuvastatin PO 0.5 mg SD (Japanese Population)  | Rifampicin PO 600 mg SD,Rosuvastatin,Rifampicin,PO,PO,Reversible_Inhibition,Plasma,7.29,GMR,,,13.3,GMR,,,0,24,0,24,h,,Single Dose study,600,,mg,PO,0,h,SD,,,oral,,,,,,,
16775,Takehara 2019,https://pubmed.ncbi.nlm.nih.gov/29748935/,Rosuvastatin PO 0.5 mg SD (Japanese Population)  | Rifampicin PO 300 mg SD,Rosuvastatin,Rifampicin,PO,PO,Reversible_Inhibition,Plasma,2.2,Approx. Avg,,,5,Approx. Avg,,,0,24,0,24,h,,Single Dose study,300,,mg,PO,0,h,SD,,,oral,,,,,,,
16776,Takehara 2019,https://pubmed.ncbi.nlm.nih.gov/29748935/,Rosuvastatin PO 0.5 mg SD (Japanese Population)  | Rifampicin PO 600 mg SD,Rosuvastatin,Rifampicin,PO,PO,Reversible_Inhibition,Plasma,2.4,Approx. Avg,,,6.7,Approx. Avg,,,0,24,0,24,h,,Single Dose study,600,,mg,PO,0,h,SD,,,oral,,,,,,,
16779,Wiebe 2020,https://pubmed.ncbi.nlm.nih.gov/32504272/,PO Rosuvastatin 10 mg n=13 |  Probenecid PO 1000 mg BID 2 days,Rosuvastatin,Probenecid,PO,PO,Reversible_Inhibition,Plasma,2.23,Approx. Avg,,,4.28,Approx. Avg,,,0,24,13,24,h,,Multiple Dose study,1000,,mg,PO,0;12,h,BID,,Tablet,oral,,,,,,,
16781,Schneck 2004,https://pubmed.ncbi.nlm.nih.gov/15116058/,PO Rosuvastatin 80 mg | Gemfibrozil PO 600 mg BID 7 days,Rosuvastatin,Gemfibrozil,PO,PO,Reversible_Inhibition,Plasma,1.88,,,,2.21,,,,0,30,72,102,h,,Multiple Dose study,600,,mg,PO,0;12;24;36;48;60;72;84;96;108;120;132;144;156,h,BID,,Capsule,oral,,,,,,,
